Date,Temp
1999-04-30,23.774
1999-05-31,23.23
1999-06-30,23.394
1999-07-31,22.032
1999-08-31,22.742
1999-09-30,20.758000000000006
1999-10-31,21.659
1999-11-30,24.318
1999-12-31,25.974
2000-01-31,26.699
2000-02-29,26.27
2000-03-31,25.75
2000-04-30,24.355999999999998
2000-05-31,24.059
2000-06-30,22.049
2000-07-31,22.447
2000-08-31,22.099
2000-09-30,23.844
2000-10-31,23.601
2000-11-30,25.209
2000-12-31,26.852
2001-01-31,27.992
2001-02-28,27.559
2001-03-31,27.281
2001-04-30,24.784
2001-05-31,24.773000000000003
2001-06-30,23.822
2001-07-31,23.598000000000006
2001-08-31,22.41200000000001
2001-09-30,22.259
2001-10-31,23.689
2001-11-30,24.848000000000006
2001-12-31,26.016
2002-01-31,26.14
2002-02-28,27.785999999999998
2002-03-31,26.73
2002-04-30,25.657
2002-05-31,25.293000000000006
2002-06-30,23.677
2002-07-31,24.605
2002-08-31,21.845
2002-09-30,24.344
2002-10-31,24.511
2002-11-30,25.516
2002-12-31,26.499
2003-01-31,28.359
2003-02-28,27.261999999999997
2003-03-31,26.418000000000006
2003-04-30,24.68
2003-05-31,25.092
2003-06-30,23.82
2003-07-31,22.388
2003-08-31,22.112
2003-09-30,22.725
2003-10-31,24.076999999999998
2003-11-30,25.32
2003-12-31,25.435
2004-01-31,26.00500000000001
2004-02-29,26.127
2004-03-31,25.958
2004-04-30,24.307
2004-05-31,23.682
2004-06-30,22.823
2004-07-31,22.428
2004-08-31,23.50800000000001
2004-09-30,22.337
2004-10-31,23.72
2004-11-30,24.529
2004-12-31,26.171
2005-01-31,26.358
2005-02-28,26.891
2005-03-31,26.701
2005-04-30,25.482
2005-05-31,24.821
2005-06-30,23.119
2005-07-31,24.163
2005-08-31,22.337
2005-09-30,23.982
2005-10-31,23.235
2005-11-30,24.255
2005-12-31,26.668000000000006
2006-01-31,27.558000000000003
2006-02-28,27.148000000000003
2006-03-31,25.576999999999998
2006-04-30,23.71
2006-05-31,23.722
2006-06-30,23.426
2006-07-31,23.607
2006-08-31,22.263
2006-09-30,22.646
2006-10-31,23.335
2006-11-30,25.203000000000007
2006-12-31,25.718000000000004
2007-01-31,26.869000000000003
2007-02-28,27.621
2007-03-31,26.395
2007-04-30,24.263
2007-05-31,24.484
2007-06-30,23.256999999999998
2007-07-31,23.105999999999998
2007-08-31,23.265
2007-09-30,23.444000000000006
2007-10-31,23.516
2007-11-30,25.363000000000003
2007-12-31,25.257
2008-01-31,26.362
2008-02-29,26.631
2008-03-31,25.793000000000006
2008-04-30,24.031
2008-05-31,23.713
2008-06-30,23.361
2008-07-31,23.855
2008-08-31,22.045
2008-09-30,23.207
2008-10-31,23.028
2008-11-30,23.841
2008-12-31,25.886
2009-01-31,27.465000000000003
2009-02-28,27.206
2009-03-31,25.271
2009-04-30,24.942
2009-05-31,23.182
2009-06-30,23.544
2009-07-31,23.320999999999998
2009-08-31,23.896
2009-09-30,23.149
2009-10-31,26.381
2009-11-30,25.56
2009-12-31,27.877
2010-01-31,28.849
2010-02-28,27.396
2010-03-31,25.724
2010-04-30,24.838
2010-05-31,23.085
2010-06-30,24.229
2010-07-31,22.677
2010-08-31,23.06600000000001
2010-09-30,22.315
2010-10-31,23.529
2010-11-30,25.848000000000006
2010-12-31,27.229
2011-01-31,28.146
2011-02-28,25.967
2011-03-31,26.131
2011-04-30,23.752
2011-05-31,23.044
2011-06-30,23.136
2011-07-31,23.325
2011-08-31,21.9
2011-09-30,22.627
2011-10-31,22.294
2011-11-30,24.287
2011-12-31,25.081
2012-01-31,27.449
2012-02-29,26.717
2012-03-31,26.041999999999998
2012-04-30,24.023000000000003
2012-05-31,24.865
2012-06-30,23.735
2012-07-31,23.517
2012-08-31,23.186
2012-09-30,23.588
2012-10-31,23.807
2012-11-30,26.051
2012-12-31,26.009
