,Date,Temp
1564,1962-05-01,23.38
1565,1962-06-01,21.831
1566,1962-07-01,21.762
1567,1962-08-01,22.01
1568,1962-09-01,21.955
1569,1962-10-01,21.168000000000006
1570,1962-11-01,22.89
1571,1962-12-01,23.816
1572,1963-01-01,26.619
1573,1963-02-01,26.241000000000003
1574,1963-03-01,27.351999999999997
1575,1963-04-01,25.125
1576,1963-05-01,23.533
1577,1963-06-01,22.967
1578,1963-07-01,22.862
1579,1963-08-01,22.660999999999998
1580,1963-09-01,23.366
1581,1963-10-01,22.903
1582,1963-11-01,23.889
1583,1963-12-01,23.99
1584,1964-01-01,24.936
1585,1964-02-01,26.208000000000002
1586,1964-03-01,26.087
1587,1964-04-01,25.195999999999998
1588,1964-05-01,23.601999999999997
1589,1964-06-01,22.839
1590,1964-07-01,21.113000000000003
1591,1964-08-01,22.529
1592,1964-09-01,22.243000000000002
1593,1964-10-01,21.38
1594,1964-11-01,21.886
1595,1964-12-01,23.576999999999998
1596,1965-01-01,24.616
1597,1965-02-01,26.38000000000001
1598,1965-03-01,25.554
1599,1965-04-01,25.333
1600,1965-05-01,24.298
1601,1965-06-01,24.447
1602,1965-07-01,22.951999999999998
1603,1965-08-01,23.195999999999998
1604,1965-09-01,23.189
1605,1965-10-01,22.353
1606,1965-11-01,23.486
1607,1965-12-01,25.833
1608,1966-01-01,26.47
1609,1966-02-01,28.00500000000001
1610,1966-03-01,26.871
1611,1966-04-01,24.936
1612,1966-05-01,24.302
1613,1966-06-01,24.31
1614,1966-07-01,23.721
1615,1966-08-01,21.911
1616,1966-09-01,21.437
1617,1966-10-01,22.409
1618,1966-11-01,22.876
1619,1966-12-01,25.06
1620,1967-01-01,25.731
1621,1967-02-01,26.998
1622,1967-03-01,26.325
1623,1967-04-01,25.118
1624,1967-05-01,24.601999999999997
1625,1967-06-01,24.009
1626,1967-07-01,22.762
1627,1967-08-01,23.552
1628,1967-09-01,22.364
1629,1967-10-01,23.438
1630,1967-11-01,22.646
1631,1967-12-01,22.904
1632,1968-01-01,25.697
1633,1968-02-01,25.32800000000001
1634,1968-03-01,26.089
1635,1968-04-01,23.401
1636,1968-05-01,22.14
1637,1968-06-01,22.388
1638,1968-07-01,22.173
1639,1968-08-01,21.247
1640,1968-09-01,21.045
1641,1968-10-01,21.605
1642,1968-11-01,23.574
1643,1968-12-01,24.854
1644,1969-01-01,26.48
1645,1969-02-01,27.429000000000002
1646,1969-03-01,26.365
1647,1969-04-01,24.759
1648,1969-05-01,24.676
1649,1969-06-01,23.946
1650,1969-07-01,22.91
1651,1969-08-01,22.422
1652,1969-09-01,22.673000000000002
1653,1969-10-01,21.199
1654,1969-11-01,23.58
1655,1969-12-01,23.302
1656,1970-01-01,25.609
1657,1970-02-01,26.879
1658,1970-03-01,26.656
1659,1970-04-01,25.041999999999998
1660,1970-05-01,25.035999999999998
1661,1970-06-01,24.629
1662,1970-07-01,22.629
1663,1970-08-01,21.879
1664,1970-09-01,21.446
1665,1970-10-01,21.52
1666,1970-11-01,21.834
1667,1970-12-01,25.543000000000006
1668,1971-01-01,26.984
1669,1971-02-01,27.552000000000003
1670,1971-03-01,26.963
1671,1971-04-01,25.127
1672,1971-05-01,24.066
1673,1971-06-01,23.028
1674,1971-07-01,23.034
1675,1971-08-01,22.36
1676,1971-09-01,21.579
1677,1971-10-01,21.199
1678,1971-11-01,21.905
1679,1971-12-01,24.221
